"carVIN","trueCarID","scrapeDate","scrapeURL","listingDateDiff","vehicleHistUseType","vehicleHistTitleStatus","vehicleHistNumOwners","vehicleHistAccidents","transmissionType","fuelType","driveType","engineInfo","mileage","interiorColor","exteriorColor","style","monthlyPayment","priceClassDiffDirection","priceClassDiffAmt","priceClassification","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","city","state","allFeatures"
"2T1BURHE4GC606855","8686P","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE4GC606855/2016-toyota-corolla/",-10,"Frame Damage","Clean",4,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",28212,"NA","Classic Silver Metallic","Sedan",248,"below",-384,"Great Price","29 cty "," 38 hwy",0,4,14988,"Temple Hills"," MD","ABS Brakes ~ AM/FM Radio ~ Child Safety Door Locks ~ Cruise Control ~ Daytime Running Lights ~ Driver Airbag ~ Electronic Brake Assistance ~ Front Side Airbag ~ Interval Wipers ~ Keyless Entry ~ Passenger Airbag ~ Power Door Locks ~ Power Windows ~ Rear Window Defogger ~ Run Flat Tires ~ Side Head Curtain Airbag ~ Steel Wheels ~ Steering Wheel Mounted Controls"
"JTDEPRAEXLJ091454","SP18930","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAEXLJ091454/2020-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",27730,"Black","Classic Silver Metallic","Sedan",358,"below",-189,"Great Price","30 cty "," 38 hwy",NA,NA,21599,"San Rafael"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"JTDP4MCE8N3513665","N3513665","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDP4MCE8N3513665/2022-toyota-corolla/",-3,"Personal Use","Clean",0,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",442,"Black","Celestite","Sedan",414,"below",-181,"Great Price","31 cty "," 40 hwy",0,0,24990,"Bellevue"," WA","Sun/Moonroof ~ Preferred Owners Portfolio (Tms) (Ppo) ~ Frameless Homelink Mirror (Tms) (Ppo) ~ Blackout Emblem Overlays (Tms) (Ppo) ~ Lane Keeping Assist ~ Body Side Moldings (Tms) (Ppo) ~ All-Weather Floor Liner Package (Tms) -Inc: All-Weather Floor Liners (Ppo) ~ Keyless Start ~ Bluetooth Connection ~ Radio: Audio Plus -Inc:  ~  8"" Touchscreen ~  6 Speakers ~  Usb Media Port ~  1 Usb Charge Port ~  Hands-Free Phone Capability ~  Music Streaming Via Bluetooth Wireless Technology ~  Android Auto ~  Apple Carplay"
"JTDBU4EE3DJ123168",NA,"2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDBU4EE3DJ123168/2013-toyota-corolla/",-21,"Fleet Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",141648,"NA","Black","Sedan",182,NA,NA,"Fair Price","26 cty "," 34 hwy",0,2,10995,"Escondido"," CA","Front Bumper Color - Body-Color ~  Grille Color - Body-Color ~  Mirror Color - Body-Color ~  Rear Bumper Color - Body-Color ~  Window Trim - Black ~  Air Filtration ~  Floor Material - Carpet ~  Front Air Conditioning ~  Front Air Conditioning Zones - Single ~  Interior Accents - Metallic-Tone ~  Assist Handle - Front ~  Assist Handle - Rear ~  Cargo Area Light ~  Center Console - Front Console With Storage ~  Cruise Control ~  Cupholders - Front ~  Cupholders - Rear ~  Multi-Function Remote - Keyless Entry"
"5YFEPMAE5NP371302","PT10326","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE5NP371302/2022-toyota-corolla/",-3,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",7,"Black","Black Sand Pearl","Sedan",374,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,22599,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPRAE2LJ105251","P32560","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE2LJ105251/2020-toyota-corolla/",-2,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",72361,"NA","Black Sand Pearl","Sedan",331,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,19988,"Daly City"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"1NXBU4EE5AZ280674","X22877A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/1NXBU4EE5AZ280674/2010-toyota-corolla/",-10,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",93127,"NA","Magnetic Gray Metallic","Sedan",181,"above",55,"Fair Price","26 cty "," 34 hwy",1,1,10900,"Naperville"," IL","4 Speakers ~ AM/FM radio ~ AM/FM Stereo w/CD/MP3 & 4 Speakers ~ CD player ~ MP3 decoder ~ **Air Conditioning** ~ Rear window defroster ~ Power steering ~ Power windows ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Anti-whiplash front head restraints ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension ~ Low tire pressure warning"
"5YFEPRAE2LP060596","47235T","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE2LP060596/2020-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",11663,"Black","Super White","Sedan",331,"below",-178,"Great Price","30 cty "," 38 hwy",0,1,19950,"Bay Shore"," NY","*The Internet Price is reflective after $1 ~ 995 down. Price subject to change Subject to primary lenders approval. All prices exclude tax ~  title ~  dealer fees of $695 ~  tags ~  license & DMV. Must finance through the dealer when applicable & take same day delivery. Vehicles are sold cosmetically as is. FWD CVT 1.8L I4 DOHC 16V<br><br>Recent Arrival! 30/38 City/Highway MPG<br><br>Awards:<br>  * 2020 KBB.com 10 Coolest New Cars Under $20 ~ 000  Delay-off headlights ~ Emergency communication system: Safety Connect with 3-year trial ~ Front Bucket Seats ~ Illuminated entry ~ Passenger door bin ~ Rear window defroster ~ Panic alarm ~ Speed control ~ 6 Speakers ~ Brake assist ~ Dual front impact airbags ~ Premium Fabric Seat Trim"
"JTDEPRAE4LJ111956","2676","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE4LJ111956/2020-toyota-corolla/",-42,"Frame Damage","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",44925,"Black","Super White","Sedan",298,"above",100,"Fair Price","30 cty "," 38 hwy",0,2,17995,"Loganville"," GA","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 139 Horsepower ~ 6100 Horsepower RPM ~ 126 Torque ~ 3900 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 10.69 Compression Ratio ~ 30 EPA City Fuel Economy ~ 38 EPA Highway Fuel Economy ~ 33 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable"
"5YFEPRAE9LP089027","U089027","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE9LP089027/2020-toyota-corolla/",-227,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",59120,"Black","Super White","Sedan",398,"above",NA,"High Price","30 cty "," 38 hwy",0,1,23989,"Fort Lauderdale"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"5YFBURHE4GP527363","23543712","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE4GP527363/2016-toyota-corolla/?zipcode=95356",-3,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",42536,"Black","Super White","Sedan",331,NA,NA,"Fair Price","29 cty "," 37 hwy",0,1,19998,"Modesto"," CA","Rear View Camera ~ Cruise Control ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Automatic Transmission ~ Bluetooth Technology"
"5YFS4RCE7LP049957","M-049957","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4RCE7LP049957/2020-toyota-corolla/",-114,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",60060,"Black","Black Sand Pearl","Sedan",348,NA,NA,"Fair Price","31 cty "," 40 hwy",0,0,20999,"Memphis"," TN","BLACK SAND PEARL ~ MOONSTONE  PREMIUM FABRIC SEAT TRIM  -inc: sport fabric inserts ~ Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Integrated Turn Signal Mirrors ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Rear Spoiler"
"5YFEPRAE9LP025148","W7962","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE9LP025148/2020-toyota-corolla/",-68,"Mixed Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",94840,"NA","Celestite","Sedan",315,NA,NA,"Fair Price","30 cty "," 38 hwy",0,3,18995,"Woodbridge"," VA","Engine: 1.8L I-4 DOHC 16-Valve -inc: Valvematic ~ Transmission: Continuously Variable (CVTi-S) ~ Front-Wheel Drive ~ 4.76 Axle Ratio ~ Battery w/Run Down Protection ~ Gas-Pressurized Shock Absorbers ~ Front And Rear Anti-Roll Bars ~ Electric Power-Assist Steering ~ 13.2 Gal. Fuel Tank ~ Single Stainless Steel Exhaust ~ Strut Front Suspension w/Coil Springs ~ Multi-Link Rear Suspension w/Coil Springs ~ 4-Wheel Disc Brakes w/4-Wheel ABS- Front Vented Discs- Brake Assist- Hill Hold Control and Electric Parking Brake ~ Tires: P205/55R16 All-Season ~ Steel Spare Wheel ~ Compact Spare Tire Mounted Inside Under Cargo ~ Clearcoat Paint ~ Body-Colored Front Bumper w/Black Bumper Insert"
"5YFEPRAEXLP058465","P058465","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAEXLP058465/2020-toyota-corolla/",-6,"Frame Damage","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",40138,"NA","Black Sand Pearl","Sedan",307,"above",908,"High Price","30 cty "," 38 hwy",0,3,18497,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"JTDEPMAE3NJ219734","219734","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE3NJ219734/2022-toyota-corolla/",-55,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",21320,"NA","Black Sand Pearl","Sedan",372,NA,NA,"Great Price","30 cty "," 38 hwy",0,0,22437,"Granbury"," TX","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"JTDEPRAE5LJ084105","Z5511","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE5LJ084105/2020-toyota-corolla/",-76,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",65963,"Black","Barcelona Red Metallic","Sedan",315,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,18997,"Zebulon"," NC","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"5YFBURHE5JP753788","753788KA","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE5JP753788/2018-toyota-corolla/",-6,"Rental Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",77010,"Ash","Super White","Sedan",248,"below",-382,"Great Price","28 cty "," 36 hwy",0,3,14950,"Orlando"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ Front Disc/Rear Drum Brakes ~ Brake Assist ~ Wheel Covers ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Automatic Highbeams ~ Automatic Headlights ~ LED Headlights"
"5YFEPRAE0LP081530","11141","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE0LP081530/2020-toyota-corolla/",-8,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",19193,"NA","Celestite","Sedan",307,"below",-571,"Excellent Price","30 cty "," 38 hwy",1,1,18500,"Jacksonville"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"5YFDPMAE5NP281739","T379607","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFDPMAE5NP281739/2022-toyota-corolla/",-3,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",22107,"NA","Super White","Sedan",340,"below",-192,"Great Price","30 cty "," 38 hwy",0,1,20499,"Bradenton"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front All-Season ~ Tires - Rear All-Season ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams ~ AM/FM Stereo"
"2T1BURHE0KC172748","KC172748","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE0KC172748/2019-toyota-corolla/",-1,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",54636,"Ash","Classic Silver Metallic","Sedan",298,NA,NA,"Fair Price","28 cty "," 36 hwy",0,1,17992,"Pinellas Park"," FL","Lane Keeping Assist ~ Bluetooth Connection ~ Ash ~  Fabric Seat Trim ~ Classic Silver Metallic ~ 50 State Emissions"
"5YFEPMAE2MP155745","C004081A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE2MP155745/2021-toyota-corolla/",-57,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",22698,"Black","Barcelona Red Metallic","Sedan",319,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,19257,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPRAE4LP110723","R243668A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE4LP110723/2020-toyota-corolla/",-61,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",34843,"Black","Celestite","Sedan",311,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,18764,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"5YFEPMAE2MP178135","P1F0149","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE2MP178135/2021-toyota-corolla/",-1,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",59653,"NA","Black Sand Pearl","Sedan",348,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,20985,"Frederick"," MD","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFBURHE7JP752772","UP752772","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE7JP752772/2018-toyota-corolla/",-23,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",30297,"Black","Celestite Gray Metallic","Sedan",328,NA,NA,"Great Price","28 cty "," 36 hwy",0,0,19790,"San Antonio"," TX","Front Wheel Drive ~ Power Steering ~ ABS ~ Front Disc/Rear Drum Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Sun/Moonroof ~ Generic Sun/Moonroof ~ Heated Mirrors ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Automatic Highbeams ~ Automatic Headlights"
"5YFEPMAE5MP249750","P42030","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE5MP249750/2021-toyota-corolla/",-3,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",37194,"Black","Black Sand Pearl","Sedan",343,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,20714,"Houston"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFBURHE0HP599288","9288","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE0HP599288/2017-toyota-corolla/",-157,"Rental Use","Clean",3,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",102999,"Beige","Classic Silver Metallic","Sedan",232,"below",-733,"Excellent Price","28 cty "," 35 hwy",1,3,13995,"Fredericksburg"," VA","1 12V DC Power Outlet ~ 13.2 Gal. Fuel Tank ~ 390CCA Maintenance-Free Battery w/Run Down Protection ~ 4-Way Passenger Seat ~ 60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat ~ 80 Amp Alternator ~ Air Filtration ~ Airbag Occupancy Sensor ~ Analog Appearance ~ Automatic Equalizer ~ Back-Up Camera ~ Black Grille ~ Black Side Windows Trim ~ Body-Colored Door Handles ~ Body-Colored Front Bumper ~ Body-Colored Rear Bumper ~ Cargo Space Lights ~ Carpet Floor Trim and Carpet Trunk Lid/Rear Cargo Door Trim"
